tNm, kCKa, kCuLa
168.0, 0.19589, 0.83086
169.0, 0.15520, 0.82279
170.0, 0.15596, 0.87178
171.0, 0.13598, 0.87728
172.0, 0.14783, 0.89140
173.0, 0.17331, 0.86687
174.0, 0.15523, 0.85814
175.0, 0.13296, 0.85763
176.0, 0.18002, 0.80918
177.0, 0.15872, 0.88376
178.0, 0.15225, 0.81312
179.0, 0.14868, 0.84416
180.0, 0.18565, 0.84431
181.0, 0.15454, 0.83795
182.0, 0.16813, 0.87312
183.0, 0.15960, 0.90598
184.0, 0.19537, 0.84451
185.0, 0.17094, 0.88596
186.0, 0.15534, 0.81803
187.0, 0.17807, 0.79958
188.0, 0.15017, 0.84039
189.0, 0.20875, 0.82831
190.0, 0.19212, 0.79904
191.0, 0.16096, 0.83717
192.0, 0.16732, 0.86451
193.0, 0.22915, 0.80472
194.0, 0.19379, 0.78304
195.0, 0.17448, 0.84201
196.0, 0.19356, 0.80828
197.0, 0.20156, 0.79893
198.0, 0.21159, 0.82893
199.0, 0.19759, 0.82913
200.0, 0.20607, 0.86729
201.0, 0.16363, 0.84604
202.0, 0.22047, 0.85001
203.0, 0.17810, 0.79629
204.0, 0.19202, 0.81447
205.0, 0.21603, 0.83234
206.0, 0.19269, 0.81113
207.0, 0.17821, 0.82005
208.0, 0.21268, 0.81939
209.0, 0.18180, 0.81958
210.0, 0.18223, 0.75848
211.0, 0.23125, 0.82106
212.0, 0.25443, 0.83464
213.0, 0.22156, 0.79915
214.0, 0.24090, 0.83244
215.0, 0.19483, 0.80466
216.0, 0.20875, 0.84977
217.0, 0.21195, 0.75516
218.0, 0.18702, 0.81925
219.0, 0.19016, 0.82816
220.0, 0.20872, 0.80846
221.0, 0.19727, 0.79352
222.0, 0.21878, 0.77084
223.0, 0.20106, 0.79806
224.0, 0.24425, 0.78843
225.0, 0.21833, 0.81023
226.0, 0.17168, 0.84665
227.0, 0.20276, 0.86123
228.0, 0.22381, 0.76017
229.0, 0.23871, 0.78516
230.0, 0.18008, 0.88376
231.0, 0.18965, 0.80623
232.0, 0.25677, 0.73974
233.0, 0.22931, 0.74110
234.0, 0.23108, 0.82771
235.0, 0.20260, 0.86655
236.0, 0.22884, 0.75814
237.0, 0.22491, 0.77545
238.0, 0.22389, 0.76524
239.0, 0.20882, 0.79879
240.0, 0.26869, 0.83807
241.0, 0.20134, 0.77139
242.0, 0.25751, 0.75067
243.0, 0.23481, 0.82723
244.0, 0.23579, 0.74742
245.0, 0.21855, 0.84501
246.0, 0.22287, 0.77995
247.0, 0.18774, 0.76693
248.0, 0.28480, 0.84327
249.0, 0.26267, 0.83050
250.0, 0.21523, 0.81654
251.0, 0.23253, 0.80997
252.0, 0.18096, 0.83569
253.0, 0.25619, 0.73411
254.0, 0.22804, 0.69238
255.0, 0.21155, 0.79017
256.0, 0.23247, 0.77799
257.0, 0.24622, 0.73686
258.0, 0.23030, 0.75084
259.0, 0.23091, 0.75184
260.0, 0.22431, 0.75150
261.0, 0.23377, 0.76432
262.0, 0.25272, 0.78706
263.0, 0.27949, 0.77768
264.0, 0.26838, 0.77245
265.0, 0.24070, 0.77191
266.0, 0.25900, 0.75953
267.0, 0.27113, 0.86199
268.0, 0.27817, 0.73962
269.0, 0.24380, 0.78869
270.0, 0.20469, 0.77528
271.0, 0.21787, 0.77249
272.0, 0.22364, 0.84202
273.0, 0.27188, 0.73639
274.0, 0.21222, 0.74117
275.0, 0.26298, 0.78628
276.0, 0.28041, 0.72095
277.0, 0.32453, 0.74741
278.0, 0.23884, 0.76888
279.0, 0.27949, 0.74122
280.0, 0.26055, 0.78610
281.0, 0.25922, 0.78938
282.0, 0.29178, 0.76648
283.0, 0.29303, 0.76439
284.0, 0.28371, 0.76753
285.0, 0.24045, 0.72607
286.0, 0.32041, 0.73695
287.0, 0.27225, 0.72155
288.0, 0.26772, 0.76372
289.0, 0.22644, 0.76989
290.0, 0.30818, 0.76443
291.0, 0.30174, 0.68278
292.0, 0.38153, 0.76573
293.0, 0.26055, 0.77733
294.0, 0.26279, 0.81025
295.0, 0.31994, 0.74087
296.0, 0.26056, 0.68782
297.0, 0.29149, 0.67064
298.0, 0.31133, 0.71514
299.0, 0.27198, 0.74108
300.0, 0.31345, 0.75685
301.0, 0.21134, 0.75566
302.0, 0.25803, 0.74547
303.0, 0.26921, 0.77661
304.0, 0.29153, 0.78096
305.0, 0.26465, 0.75138
306.0, 0.35622, 0.67061
307.0, 0.31333, 0.71287
308.0, 0.27783, 0.66406
309.0, 0.33175, 0.70253
310.0, 0.26143, 0.77920
311.0, 0.28786, 0.68356
312.0, 0.32311, 0.75113
313.0, 0.30176, 0.70944
314.0, 0.24800, 0.71907
315.0, 0.32903, 0.70774
316.0, 0.32219, 0.67147
317.0, 0.28031, 0.66951
318.0, 0.41488, 0.75250
319.0, 0.31249, 0.71740
320.0, 0.34126, 0.74250
321.0, 0.34104, 0.69828
322.0, 0.30200, 0.68758
323.0, 0.28347, 0.72076
324.0, 0.34034, 0.71112
325.0, 0.28489, 0.69656
326.0, 0.28559, 0.70101
327.0, 0.29305, 0.73879
328.0, 0.32506, 0.69949
329.0, 0.29492, 0.74683
330.0, 0.33023, 0.67772
331.0, 0.30855, 0.67918
332.0, 0.35999, 0.73920
333.0, 0.28088, 0.73909
334.0, 0.33070, 0.70570
335.0, 0.33390, 0.78268
336.0, 0.30570, 0.75445
337.0, 0.35152, 0.73101
338.0, 0.35867, 0.70830
339.0, 0.33082, 0.69710
340.0, 0.34972, 0.74212
341.0, 0.27961, 0.67397
342.0, 0.32548, 0.74418
343.0, 0.39940, 0.70320
344.0, 0.33359, 0.72532
345.0, 0.33157, 0.67967
346.0, 0.26531, 0.75772
347.0, 0.30551, 0.73676
348.0, 0.34775, 0.68824
349.0, 0.36123, 0.65176
350.0, 0.32436, 0.66821
351.0, 0.32207, 0.69032
352.0, 0.28749, 0.66892
353.0, 0.32690, 0.68869
354.0, 0.32436, 0.67470
355.0, 0.35851, 0.66197
356.0, 0.34616, 0.74765
357.0, 0.34987, 0.74828
358.0, 0.37907, 0.72425
359.0, 0.30595, 0.73665
360.0, 0.38692, 0.67525
361.0, 0.32366, 0.71667
362.0, 0.35021, 0.66363
363.0, 0.39608, 0.68901
364.0, 0.32725, 0.71230
365.0, 0.34736, 0.71884
366.0, 0.38171, 0.68412
367.0, 0.32251, 0.65697
368.0, 0.33439, 0.67735
369.0, 0.32737, 0.68692
370.0, 0.36723, 0.65790
371.0, 0.33953, 0.66683
372.0, 0.29355, 0.68837
373.0, 0.28549, 0.65403
374.0, 0.32698, 0.69415
375.0, 0.35293, 0.73942
376.0, 0.36462, 0.72945
377.0, 0.33979, 0.73737
378.0, 0.35702, 0.68347
379.0, 0.39807, 0.64416
380.0, 0.45043, 0.66909
381.0, 0.40341, 0.64264
382.0, 0.29990, 0.76432
383.0, 0.34496, 0.71314
384.0, 0.43708, 0.69488
385.0, 0.34534, 0.67308
386.0, 0.36153, 0.69238
387.0, 0.36186, 0.66834
388.0, 0.36267, 0.70040
389.0, 0.31026, 0.58918
390.0, 0.37403, 0.63667
391.0, 0.42370, 0.69090
392.0, 0.40776, 0.72465
393.0, 0.36045, 0.65325
394.0, 0.39375, 0.63115
395.0, 0.40899, 0.62968
396.0, 0.35086, 0.70587
397.0, 0.41308, 0.66221
398.0, 0.37168, 0.61995
399.0, 0.35168, 0.67147
400.0, 0.36042, 0.68736
401.0, 0.40140, 0.63253
402.0, 0.39040, 0.69079
403.0, 0.33387, 0.62905
404.0, 0.43055, 0.70071
405.0, 0.39806, 0.72416
406.0, 0.36234, 0.66513
407.0, 0.37360, 0.65217
408.0, 0.45982, 0.63462
409.0, 0.39991, 0.64611
410.0, 0.36536, 0.63507
411.0, 0.34948, 0.68378
412.0, 0.39535, 0.65139
413.0, 0.38721, 0.64037
414.0, 0.35881, 0.68695
415.0, 0.32068, 0.64865
416.0, 0.36288, 0.68245
417.0, 0.42925, 0.62740
418.0, 0.36101, 0.64934
419.0, 0.37505, 0.69101
420.0, 0.33011, 0.62770
421.0, 0.36971, 0.61229
422.0, 0.43744, 0.66531
423.0, 0.42198, 0.66746
424.0, 0.34507, 0.64311
425.0, 0.36644, 0.67941
426.0, 0.37875, 0.66901
427.0, 0.41166, 0.64079
428.0, 0.41999, 0.66721
429.0, 0.37573, 0.58296
430.0, 0.44754, 0.61722
431.0, 0.44245, 0.60176
432.0, 0.41522, 0.62870
433.0, 0.38223, 0.64887
434.0, 0.40071, 0.65861
435.0, 0.37751, 0.68280
436.0, 0.39825, 0.64695
437.0, 0.42278, 0.62552
438.0, 0.39554, 0.61986
439.0, 0.45974, 0.65336
440.0, 0.41006, 0.62557
441.0, 0.38176, 0.64573
442.0, 0.41467, 0.66013
443.0, 0.41869, 0.63045
444.0, 0.41776, 0.64535
445.0, 0.37784, 0.59531
446.0, 0.40402, 0.63728
447.0, 0.36170, 0.61847
448.0, 0.42936, 0.61333
449.0, 0.40123, 0.61752
450.0, 0.38149, 0.65985
451.0, 0.39559, 0.64490
452.0, 0.41312, 0.62180
453.0, 0.47130, 0.61264
454.0, 0.36853, 0.63102
455.0, 0.48745, 0.55191
456.0, 0.47976, 0.70271
457.0, 0.43022, 0.60585
458.0, 0.43696, 0.67211
459.0, 0.40671, 0.64082
460.0, 0.38361, 0.62707
461.0, 0.42939, 0.61120
462.0, 0.38476, 0.58857
463.0, 0.45800, 0.58982
464.0, 0.43594, 0.63631
465.0, 0.43627, 0.67097
466.0, 0.40044, 0.62928
467.0, 0.42883, 0.61243
468.0, 0.41860, 0.62759
469.0, 0.38527, 0.61424
470.0, 0.41860, 0.60568
471.0, 0.43883, 0.61483
472.0, 0.36139, 0.61317
473.0, 0.38920, 0.60898
474.0, 0.40150, 0.59320
475.0, 0.42535, 0.60085
476.0, 0.47963, 0.65514
477.0, 0.48992, 0.63903
478.0, 0.47747, 0.55196
479.0, 0.48155, 0.59172
480.0, 0.40159, 0.56676
481.0, 0.42173, 0.58450
482.0, 0.41784, 0.56565
483.0, 0.40817, 0.58502
484.0, 0.47778, 0.63260
485.0, 0.52795, 0.61665
486.0, 0.46748, 0.65155
487.0, 0.41600, 0.61044
488.0, 0.40545, 0.55309
489.0, 0.45464, 0.58100
490.0, 0.46085, 0.60650
491.0, 0.43612, 0.59439
492.0, 0.43959, 0.61696
493.0, 0.49130, 0.62744
494.0, 0.43782, 0.60823
495.0, 0.50027, 0.60953
496.0, 0.43939, 0.58994
497.0, 0.52269, 0.58937
498.0, 0.39278, 0.60547
499.0, 0.50227, 0.62271
500.0, 0.49193, 0.59522
