tNm, kCKa, kCuLa
126.0, 0.23976, 0.77206
127.0, 0.22411, 0.85336
128.0, 0.25386, 0.80981
129.0, 0.22046, 0.77674
130.0, 0.21181, 0.84274
131.0, 0.20587, 0.83647
132.0, 0.22125, 0.82025
133.0, 0.22671, 0.81278
134.0, 0.24555, 0.78306
135.0, 0.25755, 0.73943
136.0, 0.23796, 0.81008
137.0, 0.26832, 0.73841
138.0, 0.24371, 0.85527
139.0, 0.24793, 0.74233
140.0, 0.19537, 0.80473
141.0, 0.24386, 0.82244
142.0, 0.22790, 0.81887
143.0, 0.23775, 0.76061
144.0, 0.25796, 0.76916
145.0, 0.21737, 0.79189
146.0, 0.23537, 0.81238
147.0, 0.27074, 0.80245
148.0, 0.27229, 0.71084
149.0, 0.26055, 0.76502
150.0, 0.26888, 0.79073
151.0, 0.25553, 0.78877
152.0, 0.24437, 0.74435
153.0, 0.25922, 0.83310
154.0, 0.25779, 0.79772
155.0, 0.27493, 0.78657
156.0, 0.26289, 0.77819
157.0, 0.26426, 0.76232
158.0, 0.27238, 0.76954
159.0, 0.25380, 0.78917
160.0, 0.27003, 0.76199
161.0, 0.27637, 0.79375
162.0, 0.24696, 0.82264
163.0, 0.28460, 0.77277
164.0, 0.27935, 0.77234
165.0, 0.29282, 0.73296
166.0, 0.25517, 0.74739
167.0, 0.29912, 0.67594
168.0, 0.31744, 0.70389
169.0, 0.29728, 0.76709
170.0, 0.26688, 0.78676
171.0, 0.29466, 0.79658
172.0, 0.35353, 0.74217
173.0, 0.33166, 0.72915
174.0, 0.27490, 0.73067
175.0, 0.30034, 0.71252
176.0, 0.30867, 0.72427
177.0, 0.31489, 0.69780
178.0, 0.29166, 0.75278
179.0, 0.29237, 0.73878
180.0, 0.32709, 0.71204
181.0, 0.37718, 0.69310
182.0, 0.32815, 0.72394
183.0, 0.33909, 0.67816
184.0, 0.32277, 0.69059
185.0, 0.32845, 0.73574
186.0, 0.35016, 0.67591
187.0, 0.31644, 0.74530
188.0, 0.36440, 0.67486
189.0, 0.35321, 0.72179
190.0, 0.29978, 0.72738
191.0, 0.29692, 0.70116
192.0, 0.29024, 0.73848
193.0, 0.33112, 0.72133
194.0, 0.33420, 0.71054
195.0, 0.29432, 0.71884
196.0, 0.36939, 0.65629
197.0, 0.32113, 0.70803
198.0, 0.36137, 0.68829
199.0, 0.32618, 0.72932
200.0, 0.30832, 0.68733
201.0, 0.35918, 0.67620
202.0, 0.37814, 0.71658
203.0, 0.41673, 0.66838
204.0, 0.36659, 0.68250
205.0, 0.31701, 0.71477
206.0, 0.35532, 0.71377
207.0, 0.38227, 0.68213
208.0, 0.34381, 0.71698
209.0, 0.30625, 0.71714
210.0, 0.35583, 0.71680
211.0, 0.37562, 0.68056
212.0, 0.35611, 0.71028
213.0, 0.33431, 0.69438
214.0, 0.38769, 0.66197
215.0, 0.37546, 0.71116
216.0, 0.32620, 0.73589
217.0, 0.38412, 0.65384
218.0, 0.39898, 0.67672
219.0, 0.35158, 0.72487
220.0, 0.38163, 0.68594
221.0, 0.36628, 0.66776
222.0, 0.39731, 0.65197
223.0, 0.39822, 0.65349
224.0, 0.30654, 0.71309
225.0, 0.34702, 0.71227
226.0, 0.36324, 0.73283
227.0, 0.34985, 0.71935
228.0, 0.39075, 0.65916
229.0, 0.36631, 0.68213
230.0, 0.39631, 0.65970
231.0, 0.35864, 0.68273
232.0, 0.36687, 0.64927
233.0, 0.44387, 0.61902
234.0, 0.37795, 0.69052
235.0, 0.40143, 0.63447
236.0, 0.35863, 0.65801
237.0, 0.42058, 0.61673
238.0, 0.41873, 0.64528
239.0, 0.42647, 0.60915
240.0, 0.40354, 0.66405
241.0, 0.35600, 0.68465
242.0, 0.40734, 0.68066
243.0, 0.46651, 0.61555
244.0, 0.41205, 0.65895
245.0, 0.41740, 0.64592
246.0, 0.41075, 0.68670
247.0, 0.38552, 0.64259
248.0, 0.36429, 0.71432
249.0, 0.41939, 0.63143
250.0, 0.41058, 0.63248
251.0, 0.42600, 0.63485
252.0, 0.41083, 0.63185
253.0, 0.42737, 0.67495
254.0, 0.40657, 0.65115
255.0, 0.39304, 0.64256
256.0, 0.44316, 0.65198
257.0, 0.46296, 0.61330
258.0, 0.44161, 0.61075
259.0, 0.50189, 0.55674
260.0, 0.39920, 0.64520
261.0, 0.48096, 0.58759
262.0, 0.42272, 0.65633
263.0, 0.42520, 0.62924
264.0, 0.47244, 0.57871
265.0, 0.45363, 0.62968
266.0, 0.44453, 0.61984
267.0, 0.42266, 0.64707
268.0, 0.43099, 0.59903
269.0, 0.42358, 0.66248
270.0, 0.52604, 0.59285
271.0, 0.39738, 0.62336
272.0, 0.47207, 0.61120
273.0, 0.39794, 0.67163
274.0, 0.43064, 0.64331
275.0, 0.39461, 0.62767
276.0, 0.45144, 0.63175
277.0, 0.49537, 0.56653
278.0, 0.51420, 0.55746
279.0, 0.47918, 0.60015
280.0, 0.48558, 0.58499
281.0, 0.46448, 0.60736
282.0, 0.46372, 0.60516
283.0, 0.47153, 0.56392
284.0, 0.47788, 0.62097
285.0, 0.49063, 0.54339
286.0, 0.49712, 0.58394
287.0, 0.50785, 0.54966
288.0, 0.47371, 0.62248
289.0, 0.43424, 0.62264
290.0, 0.48621, 0.56027
291.0, 0.52904, 0.55368
292.0, 0.49382, 0.60535
293.0, 0.51916, 0.58195
294.0, 0.48757, 0.57713
295.0, 0.46523, 0.61686
296.0, 0.50553, 0.56652
297.0, 0.48090, 0.55584
298.0, 0.47093, 0.60146
299.0, 0.46574, 0.59229
300.0, 0.49118, 0.61693
301.0, 0.52396, 0.53914
302.0, 0.53881, 0.53104
303.0, 0.49633, 0.55755
304.0, 0.48308, 0.56587
305.0, 0.56145, 0.51214
306.0, 0.49614, 0.54972
307.0, 0.46333, 0.58804
308.0, 0.50251, 0.55233
309.0, 0.59442, 0.50123
310.0, 0.48994, 0.61157
311.0, 0.45683, 0.58051
312.0, 0.46772, 0.58525
313.0, 0.47355, 0.54016
314.0, 0.51422, 0.54499
315.0, 0.50339, 0.58539
316.0, 0.53821, 0.53192
317.0, 0.57341, 0.51146
318.0, 0.49196, 0.56830
319.0, 0.59282, 0.49357
320.0, 0.57695, 0.50373
321.0, 0.58454, 0.51281
322.0, 0.49098, 0.55788
323.0, 0.53997, 0.51484
324.0, 0.47180, 0.52958
325.0, 0.47527, 0.60196
326.0, 0.55485, 0.52693
327.0, 0.52957, 0.54907
328.0, 0.54339, 0.53906
329.0, 0.53710, 0.52284
330.0, 0.55259, 0.53488
331.0, 0.53532, 0.56250
332.0, 0.55858, 0.52968
333.0, 0.61924, 0.50893
334.0, 0.48745, 0.56540
335.0, 0.57258, 0.53034
336.0, 0.50163, 0.56819
337.0, 0.57550, 0.52908
338.0, 0.51879, 0.53206
339.0, 0.50177, 0.56129
340.0, 0.55903, 0.50699
341.0, 0.54805, 0.50245
342.0, 0.57789, 0.48608
343.0, 0.56533, 0.48988
344.0, 0.61420, 0.47441
345.0, 0.58932, 0.49005
346.0, 0.51540, 0.53483
347.0, 0.54514, 0.51388
348.0, 0.56592, 0.48228
349.0, 0.53801, 0.51469
350.0, 0.53525, 0.52676
351.0, 0.55393, 0.49843
352.0, 0.55595, 0.51370
353.0, 0.54321, 0.51864
354.0, 0.60005, 0.46601
355.0, 0.59087, 0.49052
356.0, 0.61581, 0.47208
357.0, 0.56531, 0.51230
358.0, 0.55025, 0.52219
359.0, 0.57129, 0.48990
360.0, 0.55462, 0.47985
361.0, 0.67298, 0.44601
362.0, 0.49879, 0.52952
363.0, 0.56322, 0.49778
364.0, 0.53847, 0.50962
365.0, 0.60567, 0.47878
366.0, 0.61759, 0.43182
367.0, 0.51776, 0.53436
368.0, 0.59040, 0.46600
369.0, 0.56469, 0.48179
370.0, 0.52921, 0.51925
371.0, 0.62910, 0.45227
372.0, 0.62080, 0.48489
373.0, 0.54479, 0.53560
374.0, 0.61971, 0.45718
375.0, 0.60017, 0.47535
376.0, 0.57038, 0.50369
377.0, 0.61471, 0.44418
378.0, 0.55292, 0.50171
379.0, 0.59221, 0.48050
380.0, 0.60124, 0.49289
381.0, 0.57376, 0.49090
382.0, 0.63751, 0.42532
383.0, 0.63819, 0.43537
384.0, 0.56516, 0.46296
385.0, 0.61122, 0.48520
386.0, 0.62468, 0.46544
387.0, 0.60864, 0.43082
388.0, 0.61495, 0.42282
389.0, 0.65346, 0.40666
390.0, 0.57331, 0.44960
391.0, 0.60236, 0.47090
392.0, 0.65478, 0.42377
393.0, 0.67326, 0.40166
394.0, 0.62606, 0.46285
395.0, 0.52179, 0.47485
396.0, 0.61293, 0.45497
397.0, 0.64450, 0.44041
398.0, 0.63496, 0.44283
399.0, 0.56427, 0.46137
400.0, 0.58980, 0.45498
401.0, 0.60560, 0.43048
402.0, 0.62481, 0.41907
403.0, 0.65976, 0.40299
404.0, 0.61905, 0.44496
405.0, 0.53508, 0.52213
406.0, 0.65405, 0.40416
407.0, 0.61224, 0.45602
408.0, 0.67095, 0.41482
409.0, 0.69668, 0.37083
410.0, 0.61990, 0.41597
411.0, 0.61436, 0.45783
412.0, 0.63095, 0.42666
413.0, 0.64020, 0.39026
414.0, 0.62437, 0.43090
415.0, 0.54950, 0.45926
416.0, 0.62420, 0.40133
417.0, 0.64761, 0.41386
418.0, 0.64689, 0.42638
419.0, 0.64729, 0.42272
420.0, 0.65537, 0.40455
421.0, 0.58025, 0.44226
422.0, 0.64771, 0.41398
423.0, 0.66575, 0.42385
424.0, 0.71509, 0.34142
425.0, 0.63492, 0.40917
426.0, 0.63362, 0.39377
427.0, 0.71694, 0.36217
428.0, 0.59569, 0.44407
429.0, 0.63258, 0.42763
430.0, 0.65030, 0.41132
431.0, 0.75194, 0.36346
432.0, 0.66101, 0.40172
433.0, 0.62641, 0.43646
434.0, 0.65796, 0.38701
435.0, 0.76203, 0.34115
436.0, 0.65262, 0.40258
437.0, 0.63862, 0.41506
438.0, 0.66618, 0.36851
439.0, 0.67762, 0.38163
440.0, 0.66436, 0.39038
441.0, 0.65731, 0.38723
442.0, 0.66708, 0.37390
443.0, 0.65370, 0.38281
444.0, 0.67083, 0.39255
445.0, 0.64651, 0.39840
446.0, 0.66103, 0.40090
447.0, 0.64877, 0.39641
448.0, 0.72266, 0.33016
449.0, 0.69353, 0.36319
450.0, 0.72176, 0.33797
451.0, 0.65698, 0.38954
452.0, 0.67040, 0.36244
453.0, 0.67743, 0.39514
454.0, 0.63795, 0.41152
455.0, 0.65882, 0.39610
456.0, 0.65259, 0.38313
457.0, 0.64449, 0.39876
458.0, 0.74230, 0.33458
459.0, 0.70521, 0.35884
460.0, 0.70379, 0.37757
461.0, 0.72422, 0.31719
462.0, 0.64774, 0.40854
463.0, 0.68789, 0.34464
464.0, 0.77180, 0.30985
465.0, 0.66399, 0.40448
466.0, 0.74050, 0.37118
467.0, 0.78613, 0.29609
468.0, 0.67224, 0.40094
469.0, 0.68055, 0.35579
470.0, 0.68741, 0.36277
471.0, 0.67096, 0.38419
472.0, 0.69179, 0.35261
473.0, 0.70097, 0.31840
474.0, 0.68289, 0.35823
475.0, 0.71186, 0.34903
476.0, 0.69928, 0.33316
477.0, 0.73663, 0.34739
478.0, 0.73039, 0.33129
479.0, 0.70056, 0.33637
480.0, 0.72141, 0.34327
481.0, 0.75846, 0.31304
482.0, 0.71465, 0.33298
483.0, 0.75414, 0.29925
484.0, 0.75989, 0.30336
485.0, 0.75420, 0.33000
486.0, 0.67315, 0.37263
487.0, 0.69646, 0.34322
488.0, 0.71563, 0.33967
489.0, 0.74996, 0.29985
490.0, 0.71838, 0.33006
491.0, 0.78523, 0.29437
492.0, 0.73287, 0.32955
493.0, 0.72641, 0.32698
494.0, 0.71351, 0.34966
495.0, 0.72373, 0.34417
496.0, 0.70170, 0.32367
497.0, 0.69070, 0.34398
498.0, 0.68337, 0.32995
499.0, 0.69907, 0.33258
500.0, 0.69357, 0.32458
