Idx,rhoz(mg/cm^2),G(O K-L3),E(O K-L3),G(Mg K-L3),E(Mg K-L3),G(Al K-L3),E(Al K-L3),G(Al K-M3),E(Al K-M3),G(P K-L3),E(P K-L3),G(P K-M3),E(P K-M3)
229,0.0610217,2.22945,1.4101,1.64604,1.37799,1.47483,1.28248,1.47483,1.30297,1.16219,1.07833,1.16219,1.09071
230,0.0612882,2.22494,1.40444,1.63878,1.37084,1.46811,1.27586,1.46811,1.29634,1.15655,1.07274,1.15655,1.08511
231,0.0615547,2.22037,1.39875,1.63148,1.36368,1.46142,1.26926,1.46142,1.28973,1.15091,1.06717,1.15091,1.07953
232,0.0618211,2.21571,1.39303,1.62419,1.35654,1.45473,1.26269,1.45473,1.28314,1.1453,1.06161,1.1453,1.07396
233,0.0620876,2.21098,1.38727,1.61693,1.34942,1.44807,1.25613,1.44807,1.27656,1.13969,1.05607,1.13969,1.06841
234,0.0623541,2.20618,1.38149,1.60968,1.34233,1.44141,1.2496,1.44141,1.27001,1.1341,1.05054,1.1341,1.06287
235,0.0626205,2.20129,1.37568,1.60244,1.33526,1.43478,1.24309,1.43478,1.26348,1.12852,1.04504,1.12852,1.05735
236,0.062887,2.19634,1.36984,1.59522,1.32821,1.42815,1.2366,1.42815,1.25697,1.12296,1.03954,1.12296,1.05185
237,0.0631535,2.1913,1.36397,1.58802,1.32119,1.42155,1.23013,1.42155,1.25048,1.11741,1.03407,1.11741,1.04636
238,0.06342,2.18619,1.35807,1.58084,1.31419,1.41496,1.22368,1.41496,1.24401,1.11187,1.02861,1.11187,1.04089
239,0.0636864,2.18101,1.35214,1.57367,1.30722,1.40838,1.21725,1.40838,1.23756,1.10635,1.02316,1.10635,1.03543
240,0.0639529,2.17574,1.34618,1.56652,1.30027,1.40182,1.21084,1.40182,1.23113,1.10084,1.01774,1.10084,1.02999
241,0.0642194,2.17041,1.34019,1.55938,1.29334,1.39528,1.20445,1.39528,1.22472,1.09534,1.01233,1.09534,1.02456
242,0.0644858,2.16499,1.33418,1.55226,1.28643,1.38875,1.19808,1.38875,1.21832,1.08986,1.00693,1.08986,1.01915
243,0.0647523,2.1595,1.32814,1.54515,1.27955,1.38223,1.19173,1.38223,1.21195,1.0844,1.00155,1.0844,1.01376
244,0.0650188,2.15394,1.32207,1.53807,1.2727,1.37573,1.18541,1.37573,1.2056,1.07894,0.996188,1.07894,1.00838
245,0.0652852,2.14829,1.31597,1.531,1.26586,1.36925,1.1791,1.36925,1.19927,1.0735,0.990841,1.0735,1.00302
246,0.0655517,2.14258,1.30984,1.52394,1.25905,1.36278,1.17281,1.36278,1.19296,1.06808,0.98551,1.06808,0.997671
247,0.0658182,2.13678,1.30369,1.5169,1.25226,1.35633,1.16655,1.35633,1.18667,1.06266,0.980195,1.06266,0.99234
248,0.0660847,2.13091,1.29751,1.50988,1.2455,1.34989,1.1603,1.34989,1.1804,1.05726,0.974897,1.05726,0.987024
249,0.0663511,2.12497,1.29131,1.50287,1.23876,1.34347,1.15408,1.34347,1.17415,1.05188,0.969614,1.05188,0.981725
250,0.0666176,2.11895,1.28507,1.49588,1.23204,1.33706,1.14787,1.33706,1.16792,1.04651,0.964347,1.04651,0.976441
251,0.0668841,2.11285,1.27881,1.48891,1.22534,1.33067,1.14169,1.33067,1.1617,1.04115,0.959096,1.04115,0.971173
252,0.0671505,2.10667,1.27253,1.48195,1.21867,1.32429,1.13552,1.32429,1.15551,1.03581,0.953862,1.03581,0.965921
253,0.067417,2.10042,1.26622,1.47501,1.21202,1.31793,1.12938,1.31793,1.14934,1.03048,0.948643,1.03048,0.960684
254,0.0676835,2.0941,1.25988,1.46809,1.2054,1.31159,1.12326,1.31159,1.14319,1.02516,0.94344,1.02516,0.955463
255,0.06795,2.0877,1.25352,1.46118,1.19879,1.30526,1.11715,1.30526,1.13705,1.01986,0.938253,1.01986,0.950257
256,0.0682164,2.08122,1.24713,1.45429,1.19221,1.29894,1.11107,1.29894,1.13094,1.01457,0.933083,1.01457,0.945067
257,0.0684829,2.07467,1.24072,1.44741,1.18566,1.29264,1.10501,1.29264,1.12485,1.00929,0.927928,1.00929,0.939893
258,0.0687494,2.06804,1.23429,1.44055,1.17912,1.28636,1.09896,1.28636,1.11877,1.00403,0.922789,1.00403,0.934734
259,0.0690158,2.06133,1.22783,1.43371,1.17261,1.28009,1.09294,1.28009,1.11272,0.998784,0.917665,0.998784,0.929591
260,0.0692823,2.05455,1.22134,1.42688,1.16612,1.27383,1.08694,1.27383,1.10668,0.99355,0.912558,0.99355,0.924463
261,0.0695488,2.04769,1.21483,1.42007,1.15965,1.26759,1.08095,1.26759,1.10067,0.98833,0.907467,0.98833,0.919351
262,0.0698152,2.04076,1.2083,1.41328,1.15321,1.26137,1.07499,1.26137,1.09467,0.983124,0.902391,0.983124,0.914255
263,0.0700817,2.03375,1.20174,1.4065,1.14679,1.25516,1.06905,1.25516,1.08869,0.977931,0.897331,0.977931,0.909174
264,0.0703482,2.02666,1.19516,1.39974,1.14039,1.24897,1.06312,1.24897,1.08274,0.972752,0.892288,0.972752,0.904109
265,0.0706147,2.0195,1.18856,1.39299,1.13401,1.24279,1.05722,1.24279,1.0768,0.967587,0.88726,0.967587,0.899059
266,0.0708811,2.01227,1.18193,1.38626,1.12766,1.23663,1.05134,1.23663,1.07088,0.962436,0.882247,0.962436,0.894024
267,0.0711476,2.00495,1.17528,1.37955,1.12133,1.23048,1.04547,1.23048,1.06498,0.957298,0.877251,0.957298,0.889006
268,0.0714141,1.99756,1.16861,1.37285,1.11502,1.22435,1.03963,1.22435,1.0591,0.952175,0.87227,0.952175,0.884002
269,0.0716805,1.9901,1.16192,1.36617,1.10873,1.21824,1.0338,1.21824,1.05324,0.947064,0.867305,0.947064,0.879014
270,0.071947,1.98256,1.1552,1.35951,1.10247,1.21214,1.028,1.21214,1.0474,0.941968,0.862356,0.941968,0.874042
271,0.0722135,1.97494,1.14846,1.35286,1.09623,1.20605,1.02221,1.20605,1.04158,0.936885,0.857422,0.936885,0.869085
272,0.07248,1.96725,1.1417,1.34623,1.09001,1.19998,1.01645,1.19998,1.03577,0.931817,0.852504,0.931817,0.864143
273,0.0727464,1.95948,1.13492,1.33961,1.08381,1.19393,1.0107,1.19393,1.02999,0.926761,0.847602,0.926761,0.859217
274,0.0730129,1.95163,1.12812,1.33302,1.07763,1.18789,1.00498,1.18789,1.02423,0.92172,0.842716,0.92172,0.854306
275,0.0732794,1.94371,1.1213,1.32643,1.07148,1.18186,0.999271,1.18186,1.01848,0.916693,0.837845,0.916693,0.849411
276,0.0735458,1.93571,1.11445,1.31987,1.06535,1.17585,0.993584,1.17585,1.01275,0.911679,0.83299,0.911679,0.844531
277,0.0738123,1.92764,1.10758,1.31332,1.05924,1.16986,0.987916,1.16986,1.00705,0.906679,0.828151,0.906679,0.839666
278,0.0740788,1.91949,1.1007,1.30678,1.05315,1.16388,0.982268,1.16388,1.00136,0.901692,0.823327,0.901692,0.834817
279,0.0743452,1.91127,1.09379,1.30027,1.04709,1.15792,0.976639,1.15792,0.99569,0.89672,0.818519,0.89672,0.829983
280,0.0746117,1.90297,1.08687,1.29376,1.04104,1.15197,0.97103,1.15197,0.99004,0.891761,0.813726,0.891761,0.825164
281,0.0748782,1.89459,1.07992,1.28728,1.03502,1.14604,0.96544,1.14604,0.984408,0.886816,0.808949,0.886816,0.820361
282,0.0751447,1.88614,1.07295,1.28081,1.02902,1.14012,0.95987,1.14012,0.978796,0.881884,0.804188,0.881884,0.815573
283,0.0754111,1.87761,1.06597,1.27436,1.02304,1.13422,0.954318,1.13422,0.973203,0.876967,0.799442,0.876967,0.810801
284,0.0756776,1.869,1.05896,1.26792,1.01709,1.12833,0.948787,1.12833,0.967629,0.872063,0.794712,0.872063,0.806043
285,0.0759441,1.86032,1.05193,1.2615,1.01115,1.12246,0.943274,1.12246,0.962073,0.867173,0.789997,0.867173,0.801301
286,0.0762105,1.85156,1.04489,1.2551,1.00524,1.11661,0.93778,1.11661,0.956536,0.862296,0.785298,0.862296,0.796574
287,0.076477,1.84275,1.03784,1.24871,0.999348,1.11077,0.932306,1.11077,0.951018,0.857434,0.780614,0.857434,0.791863
288,0.0767435,1.83395,1.03082,1.24234,0.993478,1.10494,0.926851,1.10494,0.945519,0.852585,0.775946,0.852585,0.787167
289,0.0770099,1.82517,1.02384,1.23599,0.98763,1.09913,0.921415,1.09913,0.940039,0.84775,0.771293,0.84775,0.782486
290,0.0772764,1.81642,1.01689,1.22965,0.981803,1.09334,0.915998,1.09334,0.934578,0.842928,0.766655,0.842928,0.77782
291,0.0775429,1.80768,1.00997,1.22333,0.975998,1.08756,0.910601,1.08756,0.929135,0.838121,0.762034,0.838121,0.773169
292,0.0778094,1.79897,1.0031,1.21702,0.970214,1.08179,0.905222,1.08179,0.923711,0.833327,0.757427,0.833327,0.768534
293,0.0780758,1.79027,0.996254,1.21073,0.964451,1.07604,0.899863,1.07604,0.918305,0.828547,0.752836,0.828547,0.763913
294,0.0783423,1.7816,0.989447,1.20446,0.958709,1.07031,0.894522,1.07031,0.912918,0.82378,0.748261,0.82378,0.759308
295,0.0786088,1.77295,0.982675,1.1982,0.952989,1.06459,0.8892,1.06459,0.90755,0.819028,0.7437,0.819028,0.754718
296,0.0788752,1.76432,0.975937,1.19196,0.947291,1.05889,0.883898,1.05889,0.9022,0.814289,0.739156,0.814289,0.750144
297,0.0791417,1.75571,0.969234,1.18574,0.941613,1.0532,0.878614,1.0532,0.896869,0.809564,0.734626,0.809564,0.745584
298,0.0794082,1.74712,0.962566,1.17953,0.935956,1.04753,0.873349,1.04753,0.891557,0.804852,0.730112,0.804852,0.74104
299,0.0796747,1.73856,0.955931,1.17334,0.930321,1.04187,0.868103,1.04187,0.886263,0.800155,0.725613,0.800155,0.73651
300,0.0799411,1.73001,0.949332,1.16716,0.924707,1.03623,0.862876,1.03623,0.880987,0.795471,0.72113,0.795471,0.731996
301,0.0802076,1.72148,0.942766,1.16101,0.919114,1.03061,0.857667,1.03061,0.87573,0.790801,0.716662,0.790801,0.727497
302,0.0804741,1.71298,0.936234,1.15486,0.913542,1.025,0.852478,1.025,0.870491,0.786144,0.712209,0.786144,0.723013
303,0.0807405,1.7045,0.929736,1.14874,0.90799,1.0194,0.847307,1.0194,0.865271,0.781502,0.707771,0.781502,0.718544
304,0.081007,1.69604,0.923271,1.14263,0.90246,1.01382,0.842155,1.01382,0.860069,0.776873,0.703349,0.776873,0.71409
305,0.0812735,1.6876,0.916841,1.13653,0.896951,1.00826,0.837021,1.00826,0.854886,0.772258,0.698942,0.772258,0.709651
306,0.0815399,1.67918,0.910443,1.13046,0.891462,1.00271,0.831906,1.00271,0.849721,0.767656,0.69455,0.767656,0.705227
307,0.0818064,1.67078,0.904079,1.12439,0.885994,0.997172,0.82681,0.997172,0.844574,0.763069,0.690174,0.763069,0.700818
308,0.0820729,1.6624,0.897748,1.11835,0.880548,0.991653,0.821733,0.991653,0.839445,0.758495,0.685813,0.758495,0.696424
309,0.0823394,1.65404,0.89145,1.11232,0.875121,0.98615,0.816674,0.98615,0.834335,0.753935,0.681467,0.753935,0.692046
310,0.0826058,1.64571,0.885186,1.10631,0.869716,0.980662,0.811633,0.980662,0.829243,0.749388,0.677136,0.749388,0.687682
311,0.0828723,1.63739,0.878953,1.10031,0.864331,0.975189,0.806611,0.975189,0.824169,0.744856,0.67282,0.744856,0.683333
312,0.0831388,1.6291,0.872754,1.09433,0.858967,0.969731,0.801608,0.969731,0.819113,0.740337,0.66852,0.740337,0.678999
313,0.0834052,1.62083,0.866587,1.08837,0.853623,0.964289,0.796623,0.964289,0.814076,0.735832,0.664234,0.735832,0.67468
314,0.0836717,1.61258,0.860452,1.08242,0.8483,0.958862,0.791656,0.958862,0.809056,0.73134,0.659964,0.73134,0.670376
315,0.0839382,1.60435,0.85435,1.07649,0.842997,0.95345,0.786708,0.95345,0.804055,0.726863,0.655709,0.726863,0.666087
316,0.0842046,1.59614,0.84828,1.07058,0.837715,0.948054,0.781778,0.948054,0.799072,0.722399,0.651469,0.722399,0.661813
317,0.0844711,1.58795,0.842242,1.06468,0.832454,0.942673,0.776866,0.942673,0.794107,0.717949,0.647244,0.717949,0.657554
318,0.0847376,1.57978,0.836236,1.0588,0.827212,0.937307,0.771973,0.937307,0.78916,0.713512,0.643034,0.713512,0.653309
319,0.0850041,1.57164,0.830261,1.05293,0.821991,0.931957,0.767098,0.931957,0.78423,0.70909,0.638839,0.70909,0.64908
320,0.0852705,1.56351,0.824318,1.04708,0.816791,0.926622,0.762242,0.926622,0.779319,0.704681,0.63466,0.704681,0.644865
321,0.085537,1.55541,0.818407,1.04125,0.81161,0.921302,0.757403,0.921302,0.774426,0.700285,0.630495,0.700285,0.640666
322,0.0858035,1.54732,0.812527,1.03543,0.80645,0.915997,0.752583,0.915997,0.769551,0.695904,0.626345,0.695904,0.636481
323,0.0860699,1.53926,0.806678,1.02963,0.80131,0.910708,0.747781,0.910708,0.764693,0.691536,0.622211,0.691536,0.632311
324,0.0863364,1.53122,0.800861,1.02385,0.796191,0.905434,0.742997,0.905434,0.759854,0.687183,0.618091,0.687183,0.628156
325,0.0866029,1.5232,0.795074,1.01808,0.791091,0.900176,0.738231,0.900176,0.755032,0.682842,0.613987,0.682842,0.624015
326,0.0868694,1.5152,0.789319,1.01233,0.786011,0.894933,0.733484,0.894933,0.750229,0.678516,0.609897,0.678516,0.61989
327,0.0871358,1.50723,0.783594,1.00659,0.780952,0.889705,0.728754,0.889705,0.745443,0.674203,0.605822,0.674203,0.615779
328,0.0874023,1.49927,0.7779,1.00087,0.775912,0.884492,0.724043,0.884492,0.740674,0.669904,0.601762,0.669904,0.611683
329,0.0876688,1.49133,0.772236,0.995171,0.770893,0.879295,0.719349,0.879295,0.735924,0.665619,0.597718,0.665619,0.607602
330,0.0879352,1.48342,0.766603,0.989484,0.765893,0.874113,0.714673,0.874113,0.731191,0.661348,0.593688,0.661348,0.603536
331,0.0882017,1.47553,0.761,0.983814,0.760913,0.868946,0.710016,0.868946,0.726476,0.65709,0.589673,0.65709,0.599484
332,0.0884682,1.46765,0.755427,0.97816,0.755954,0.863795,0.705376,0.863795,0.721779,0.652846,0.585673,0.652846,0.595447
333,0.0887346,1.4598,0.749884,0.972523,0.751014,0.858659,0.700754,0.858659,0.717099,0.648616,0.581688,0.648616,0.591425
334,0.0890011,1.45197,0.744372,0.966902,0.746093,0.853538,0.69615,0.853538,0.712437,0.6444,0.577717,0.6444,0.587417
335,0.0892676,1.44416,0.738889,0.961297,0.741193,0.848433,0.691564,0.848433,0.707793,0.640197,0.573762,0.640197,0.583425
336,0.0895341,1.43638,0.733435,0.955708,0.736312,0.843343,0.686996,0.843343,0.703166,0.636008,0.569821,0.636008,0.579447
337,0.0898005,1.42861,0.728012,0.950136,0.731451,0.838268,0.682445,0.838268,0.698557,0.631833,0.565896,0.631833,0.575483
338,0.090067,1.42086,0.722617,0.94458,0.726609,0.833209,0.677912,0.833209,0.693965,0.627672,0.561985,0.627672,0.571534
339,0.0903335,1.41314,0.717252,0.93904,0.721788,0.828165,0.673397,0.828165,0.689391,0.623524,0.558088,0.623524,0.5676
340,0.0905999,1.40543,0.711917,0.933516,0.716985,0.823136,0.6689,0.823136,0.684834,0.61939,0.554207,0.61939,0.563681
341,0.0908664,1.39775,0.70661,0.928009,0.712202,0.818123,0.66442,0.818123,0.680295,0.61527,0.550341,0.61527,0.559776
342,0.0911329,1.39009,0.701333,0.922518,0.707439,0.813124,0.659958,0.813124,0.675773,0.611164,0.546489,0.611164,0.555886
343,0.0913993,1.38245,0.696084,0.917044,0.702695,0.808142,0.655514,0.808142,0.671269,0.607071,0.542652,0.607071,0.552011
344,0.0916658,1.37483,0.690864,0.911585,0.697971,0.803174,0.651087,0.803174,0.666782,0.602992,0.538829,0.602992,0.54815
345,0.0919323,1.36723,0.685673,0.906143,0.693266,0.798222,0.646678,0.798222,0.662312,0.598927,0.535022,0.598927,0.544303
346,0.0921988,1.35965,0.68051,0.900717,0.68858,0.793285,0.642286,0.793285,0.65786,0.594875,0.531229,0.594875,0.540472
347,0.0924652,1.3521,0.675375,0.895308,0.683913,0.788363,0.637912,0.788363,0.653425,0.590838,0.527451,0.590838,0.536654
348,0.0927317,1.34456,0.670269,0.889915,0.679266,0.783457,0.633555,0.783457,0.649007,0.586814,0.523687,0.586814,0.532852
349,0.0929982,1.33705,0.665192,0.884538,0.674638,0.778566,0.629216,0.778566,0.644606,0.582804,0.519938,0.582804,0.529064
350,0.0932646,1.32955,0.660142,0.879177,0.670029,0.77369,0.624894,0.77369,0.640223,0.578807,0.516204,0.578807,0.52529
351,0.0935311,1.32208,0.65512,0.873833,0.66544,0.76883,0.62059,0.76883,0.635857,0.574825,0.512485,0.574825,0.521531
352,0.0937976,1.31463,0.650126,0.868505,0.660869,0.763985,0.616303,0.763985,0.631508,0.570856,0.50878,0.570856,0.517787
353,0.0940641,1.3072,0.64516,0.863193,0.656318,0.759155,0.612033,0.759155,0.627177,0.566901,0.505089,0.566901,0.514057
354,0.0943305,1.29979,0.640221,0.857898,0.651785,0.754341,0.607781,0.754341,0.622862,0.562959,0.501414,0.562959,0.510341
355,0.094597,1.2924,0.63531,0.852619,0.647272,0.749542,0.603546,0.749542,0.618565,0.559032,0.497753,0.559032,0.50664
356,0.0948635,1.28504,0.630426,0.847356,0.642778,0.744758,0.599328,0.744758,0.614285,0.555118,0.494106,0.555118,0.502954
357,0.0951299,1.27769,0.62557,0.84211,0.638302,0.73999,0.595127,0.73999,0.610022,0.551217,0.490474,0.551217,0.499281
358,0.0953964,1.27037,0.62074,0.836879,0.633846,0.735237,0.590944,0.735237,0.605775,0.547331,0.486857,0.547331,0.495624
359,0.0956629,1.26306,0.615938,0.831665,0.629408,0.730499,0.586778,0.730499,0.601546,0.543458,0.483254,0.543458,0.491981
360,0.0959293,1.25578,0.611163,0.826468,0.624989,0.725776,0.582629,0.725776,0.597334,0.539599,0.479666,0.539599,0.488352
361,0.0961958,1.24852,0.606415,0.821286,0.620589,0.721069,0.578497,0.721069,0.593139,0.535754,0.476092,0.535754,0.484738
362,0.0964623,1.24128,0.601693,0.816121,0.616208,0.716377,0.574382,0.716377,0.588961,0.531923,0.472532,0.531923,0.481138
363,0.0967288,1.23406,0.596998,0.810973,0.611845,0.711701,0.570284,0.711701,0.5848,0.528105,0.468988,0.528105,0.477552
364,0.0969952,1.22686,0.59233,0.80584,0.607501,0.707039,0.566203,0.707039,0.580655,0.524301,0.465457,0.524301,0.473981
365,0.0972617,1.21968,0.587687,0.800724,0.603176,0.702393,0.56214,0.702393,0.576528,0.520511,0.461941,0.520511,0.470424
366,0.0975282,1.21253,0.583072,0.795624,0.598869,0.697763,0.558093,0.697763,0.572417,0.516735,0.45844,0.516735,0.466881
367,0.0977946,1.20539,0.578482,0.79054,0.594581,0.693148,0.554063,0.693148,0.568323,0.512972,0.454953,0.512972,0.463353
368,0.0980611,1.19828,0.573919,0.785473,0.590311,0.688548,0.550051,0.688548,0.564246,0.509223,0.45148,0.509223,0.45984
369,0.0983276,1.19118,0.569381,0.780422,0.58606,0.683963,0.546055,0.683963,0.560186,0.505488,0.448022,0.505488,0.45634
370,0.098594,1.18411,0.56487,0.775387,0.581828,0.679394,0.542076,0.679394,0.556143,0.501766,0.444578,0.501766,0.452855
371,0.0988605,1.17706,0.560384,0.770369,0.577613,0.674839,0.538114,0.674839,0.552116,0.498059,0.441149,0.498059,0.449384
372,0.099127,1.17003,0.555924,0.765367,0.573418,0.670301,0.534169,0.670301,0.548106,0.494365,0.437734,0.494365,0.445928
373,0.0993935,1.16302,0.55149,0.760381,0.56924,0.665777,0.53024,0.665777,0.544113,0.490685,0.434333,0.490685,0.442485
374,0.0996599,1.15603,0.54708,0.755412,0.565081,0.661269,0.526329,0.661269,0.540136,0.487018,0.430947,0.487018,0.439057
375,0.0999264,1.14907,0.542697,0.750458,0.56094,0.656776,0.522434,0.656776,0.536176,0.483366,0.427575,0.483366,0.435644
376,0.100193,1.14212,0.538338,0.745521,0.556818,0.652299,0.518556,0.652299,0.532233,0.479727,0.424217,0.479727,0.432244
377,0.100459,1.1352,0.534005,0.740601,0.552713,0.647837,0.514694,0.647837,0.528306,0.476101,0.420874,0.476101,0.428859
378,0.100726,1.12829,0.529697,0.735696,0.548627,0.64339,0.510849,0.64339,0.524396,0.47249,0.417545,0.47249,0.425488
379,0.100992,1.12141,0.525414,0.730808,0.544559,0.638958,0.507021,0.638958,0.520503,0.468892,0.41423,0.468892,0.422131
380,0.101259,1.11455,0.521155,0.725936,0.540509,0.634542,0.50321,0.634542,0.516626,0.465308,0.410929,0.465308,0.418788
381,0.101525,1.10771,0.516922,0.721081,0.536477,0.630141,0.499415,0.630141,0.512765,0.461738,0.407643,0.461738,0.41546
382,0.101792,1.10089,0.512713,0.716242,0.532464,0.625756,0.495636,0.625756,0.508921,0.458182,0.404371,0.458182,0.412146
383,0.102058,1.09409,0.508528,0.711419,0.528468,0.621385,0.491875,0.621385,0.505093,0.454639,0.401113,0.454639,0.408846
384,0.102325,1.08731,0.504368,0.706612,0.52449,0.617031,0.488129,0.617031,0.501282,0.45111,0.39787,0.45111,0.40556
385,0.102591,1.08056,0.500232,0.701822,0.52053,0.612691,0.484401,0.612691,0.497487,0.447595,0.39464,0.447595,0.402288
386,0.102858,1.07382,0.496121,0.697048,0.516588,0.608367,0.480688,0.608367,0.493709,0.444094,0.391425,0.444094,0.39903
387,0.103124,1.06711,0.492034,0.69229,0.512664,0.604058,0.476992,0.604058,0.489947,0.440606,0.388224,0.440606,0.395787
388,0.103391,1.06042,0.487971,0.687549,0.508758,0.599764,0.473313,0.599764,0.486201,0.437132,0.385037,0.437132,0.392557
389,0.103657,1.05374,0.483931,0.682824,0.50487,0.595485,0.46965,0.595485,0.482472,0.433672,0.381864,0.433672,0.389342
390,0.103923,1.04709,0.479916,0.678115,0.500999,0.591222,0.466003,0.591222,0.478759,0.430225,0.378706,0.430225,0.386141
391,0.10419,1.04046,0.475924,0.673422,0.497146,0.586975,0.462373,0.586975,0.475062,0.426793,0.375561,0.426793,0.382954
392,0.104456,1.03385,0.471956,0.668746,0.493311,0.582742,0.458759,0.582742,0.471381,0.423374,0.372431,0.423374,0.379781
393,0.104723,1.02727,0.468012,0.664086,0.489493,0.578525,0.455161,0.578525,0.467717,0.419968,0.369315,0.419968,0.376622
394,0.104989,1.0207,0.46409,0.659442,0.485693,0.574323,0.45158,0.574323,0.464069,0.416577,0.366213,0.416577,0.373477
395,0.105256,1.01415,0.460193,0.654815,0.481911,0.570137,0.448014,0.570137,0.460437,0.413199,0.363124,0.413199,0.370346
396,0.105522,1.00763,0.456318,0.650204,0.478146,0.565966,0.444465,0.565966,0.456821,0.409835,0.36005,0.409835,0.367229
397,0.105789,1.00112,0.452467,0.645609,0.474399,0.56181,0.440933,0.56181,0.453221,0.406485,0.35699,0.406485,0.364126
398,0.106055,0.994642,0.448639,0.64103,0.470669,0.557669,0.437416,0.557669,0.449638,0.403149,0.353944,0.403149,0.361037
399,0.106322,0.988181,0.444834,0.636468,0.466956,0.553544,0.433915,0.553544,0.44607,0.399826,0.350912,0.399826,0.357962
400,0.106588,0.98174,0.441051,0.631922,0.463262,0.549434,0.430431,0.549434,0.442519,0.396517,0.347895,0.396517,0.354902
401,0.106855,0.975321,0.437292,0.627393,0.459584,0.545339,0.426962,0.545339,0.438983,0.393222,0.344891,0.393222,0.351855
402,0.107121,0.968923,0.433555,0.622879,0.455924,0.54126,0.42351,0.54126,0.435464,0.38994,0.341901,0.38994,0.348822
403,0.107388,0.962546,0.429841,0.618382,0.452281,0.537196,0.420074,0.537196,0.431961,0.386673,0.338925,0.386673,0.345803
404,0.107654,0.956189,0.426149,0.613901,0.448655,0.533147,0.416654,0.533147,0.428473,0.383419,0.335963,0.383419,0.342798
405,0.107921,0.949854,0.422479,0.609437,0.445047,0.529114,0.413249,0.529114,0.425002,0.380179,0.333015,0.380179,0.339807
406,0.108187,0.94354,0.418832,0.604989,0.441456,0.525096,0.409861,0.525096,0.421546,0.376952,0.33008,0.376952,0.336829
407,0.108453,0.937247,0.415208,0.600557,0.437882,0.521093,0.406488,0.521093,0.418107,0.37374,0.32716,0.37374,0.333866
408,0.10872,0.930975,0.411605,0.596141,0.434325,0.517106,0.403132,0.517106,0.414683,0.370541,0.324254,0.370541,0.330917
409,0.108986,0.924724,0.408024,0.591742,0.430786,0.513134,0.399791,0.513134,0.411275,0.367355,0.321361,0.367355,0.327981
410,0.109253,0.918494,0.404465,0.587359,0.427263,0.509177,0.396466,0.509177,0.407883,0.364184,0.318483,0.364184,0.325059
411,0.109519,0.912286,0.400928,0.582992,0.423758,0.505236,0.393157,0.505236,0.404507,0.361026,0.315618,0.361026,0.322152
412,0.109786,0.906098,0.397413,0.578642,0.420269,0.501309,0.389864,0.501309,0.401146,0.357882,0.312767,0.357882,0.319258
413,0.110052,0.899931,0.39392,0.574308,0.416797,0.497399,0.386587,0.497399,0.397801,0.354752,0.30993,0.354752,0.316378
414,0.110319,0.893786,0.390448,0.56999,0.413343,0.493503,0.383325,0.493503,0.394472,0.351636,0.307107,0.351636,0.313511
415,0.110585,0.887661,0.386997,0.565688,0.409905,0.489623,0.380079,0.489623,0.391159,0.348533,0.304298,0.348533,0.310659
416,0.110852,0.881558,0.383568,0.561403,0.406484,0.485758,0.376849,0.485758,0.387862,0.345444,0.301502,0.345444,0.30782
417,0.111118,0.875475,0.380161,0.557134,0.403081,0.481908,0.373634,0.481908,0.38458,0.342369,0.298721,0.342369,0.304996
418,0.111385,0.869414,0.376774,0.552881,0.399693,0.478074,0.370435,0.478074,0.381314,0.339307,0.295953,0.339307,0.302184
419,0.111651,0.863373,0.373409,0.548645,0.396323,0.474255,0.367252,0.474255,0.378063,0.33626,0.293198,0.33626,0.299387
420,0.111918,0.857354,0.370064,0.544425,0.39297,0.470452,0.364084,0.470452,0.374828,0.333226,0.290458,0.333226,0.296604
421,0.112184,0.851356,0.366741,0.540221,0.389633,0.466663,0.360932,0.466663,0.371609,0.330205,0.287731,0.330205,0.293834
422,0.112451,0.845379,0.363438,0.536034,0.386312,0.46289,0.357796,0.46289,0.368405,0.327199,0.285018,0.327199,0.291078
423,0.112717,0.839423,0.360157,0.531862,0.383009,0.459133,0.354675,0.459133,0.365216,0.324206,0.282319,0.324206,0.288336
424,0.112983,0.833487,0.356895,0.527708,0.379722,0.45539,0.351569,0.45539,0.362044,0.321227,0.279633,0.321227,0.285607
425,0.11325,0.827573,0.353655,0.523569,0.376452,0.451663,0.348479,0.451663,0.358886,0.318262,0.276962,0.318262,0.282892
426,0.113516,0.82168,0.350435,0.519447,0.373198,0.447951,0.345404,0.447951,0.355744,0.315311,0.274303,0.315311,0.280191
427,0.113783,0.815809,0.347235,0.515341,0.369961,0.444255,0.342345,0.444255,0.352618,0.312373,0.271659,0.312373,0.277504
428,0.114049,0.809958,0.344056,0.511251,0.36674,0.440574,0.339301,0.440574,0.349507,0.309449,0.269028,0.309449,0.27483
429,0.114316,0.804128,0.340897,0.507177,0.363536,0.436908,0.336273,0.436908,0.346412,0.306539,0.266411,0.306539,0.27217
430,0.114582,0.798319,0.337758,0.50312,0.360348,0.433258,0.33326,0.433258,0.343331,0.303642,0.263807,0.303642,0.269523
431,0.114849,0.792532,0.334639,0.499079,0.357176,0.429622,0.330262,0.429622,0.340267,0.300759,0.261217,0.300759,0.266891
432,0.115115,0.786765,0.331541,0.495055,0.354021,0.426003,0.32728,0.426003,0.337217,0.297891,0.258641,0.297891,0.264271
433,0.115382,0.781019,0.328462,0.491047,0.350882,0.422398,0.324312,0.422398,0.334183,0.295035,0.256078,0.295035,0.261666
